Reviewer,Rating,Review
Ashley T.,5,"Their staff is phenomenal. Whenever I come in, they're so friendly, helpful and efficient."
Yvette G.,5,"I found out about Nothing Bundt Cakes at Bridal Spectacular in 2014 and have been a customer since. I love bundtinis! I have tried most of the flavors  and you can't go wrong with any. My favorite is red velvet with chocolate chips inside. I usually order bundtinis inside the store, but found out I can do it online and quickly pickup instead of waiting between 15 to 20 minutes for a custom box (totally worth the wait for these yummy bites though!). There is a limited selection of flavors for the bundtlets and cakes in the display case. Delivery is also an option. 9/1 I picked up a custom dozen with a message card held on the edge of the box by a tiny wooden clothes pin and there was a flavor sticker inside the box. Service was friendly and quick. There were samples of the current seasonal flavor (blueberry bliss) in store. Bundtinis were moist, fluffy, and flavorful as always!"
David E.,4,"I love their cakes, I feel like you can't really go wrong with any of their flavors. The service was ok, it was pretty busy"
Jessica M.,5,I ordered the vanilla cake for my moms birthday and my entire family loved it! My mom says it's one of the best cakes she's ever had! Also they have really cool different colored candles!!
Steven H.,5,"I can't believe I haven't written a review for here yet! We all have our guilty little pleasures, and Nothing Bundt Cakes is mine! The cakes are just perfect. Moist, soft, delicious and just the right sweetness. The thick frosting is also perfectly sweet. I'm glad they aren't too close by my house :)They have several different sizes for any occasion. Bundtinis are great for an office or work party, the bundlets are great for one (or to share if you must), and then they have full size cakes for birthdays or special occasions. My favorite flavors are red velvet, chocolate chocolate chip and lemon. They also offer a flavor of the month which is currently confetti.  Next time you need you have a cake craving or birthday stop in NBC, you won't be disappointed."
mvc j.,5,"Nothing Bundt Cakes is just terrific!  I have been a customer for nearly 20 years, and their quality, service and consistent excellence of their cakes has been truly remarkable and spectacular."
Kiley P.,1,This store does not answer the phone to order a cake for my GRANDMOTHERS 80th BIRTHDAY. Since I couldn't get ahold of anyone on the phone I ordered the cake online 10 DAYS IN ADVANCE.  When I go to pick up the cake they let me know that they don't have the carrot cake I ordered over a week ago and that it was a first come first serve basis. Nobody called me to let me know like they were supposed to. Very disappointed because this was her favorite cake and that's why we came to this location. My grandma was a little sad as she was looking forward to her favorite cake in her 80th birthday. You guys really dropped the ball for us on this one and nobody in the store seemed to care. Nothing was offered to try to accommodate the mistake this store made. Very disappointed.
Ayesha A.,5,"I have been a fan of nothing bundt cakes since I was in high school :)The cakes are soft, decadent, and artistic. The frosting is made out of cream cheese and butter, and they have an abundance amount of flavors. I always get these cakes for myself or for others. In addition, they're cakes are NOT too-overbearingly sweet. The only sweet taste really comes from the frosting.My favorite flavors :)-White chocolate raspberry, MUST GETTTTT-Carrot cake-LemonPrices:-Miniature bundt cakes $3.99-A dozen minature bundt cakes: $45-8"" non-decorated frosted bundt cake (feeds 8-10 people): $21-8"" decorated frosted bundt cake (feeds 8-10 people): $21-10"" non-decorated frosted bundt cake (feeds 18-20 people): $31-10"" decorated frosted bundt cake (feeds 18-20 people): $42-honestly these cakes are deletctable & i hope to have my wedding cake from here one day :)"
Ginny Q.,5,"This is perfect place to go if you want some different from cakes or cupcakes. The staff is friendly and efficient, I was in and out within 5-10 minutes. Plus the bundt cakes are delicious!"
Shelley V.,5,I stop in here every now and then to satisfy my sweet tooth. I usually pick up two bundtlet cakes in different flavors. The staff is always friendly and helpful. The cakes have good flavor and are always moist. I have also stopped in to get bundtinis for birthday celebrations. They also do special occasion bundt cakes and towers and have birthday and special occasion decorations.
Darlyn C.,5,"Stopped in as I've never tried a bundt cake. I reserved a trampoline party for my daughter and they sell bundt cakes as a cake option for bday parties.  I figured I would stop at a store and purchase a mini bundt cake to sample . I purchased  the strawberries and cream for my daughter to try. The frosting was too sweet for us but the cake itself was moist, I was expecting it to be dry. I Look forward to trying the other flavors even if my daughter didn't want a bundt cake for her bday party."
Brunetti T.,5,"Besides the fact that these guys have amazingly moist and delicious cakes, their service was quick and professional. Their place was clean and organized. Their staff was knowledgeable and helpful in picking out flavors. We totally recommend giving them a try."
Goalkeeper G.,5,"I may or may not share my mini bundts with my family. Ok, I don't....MINE! Lol ha ha ha!"
Anthony S.,5,"Great customer service and great cakes! I come here alot of birthday cakes or just to get my sweet tooth craving! I really love the strawberry, vanilla and confetti cake! My favorite cake to get is the marble! Pricing is very reasonable! You will not be disappointed"
Priscilla C.,1,"I am very disappointed with this place. I usually order and pick it up and it's been fine but this time I placed an order over the phone to have it delivered to my wedding reception. They told me that they usually run about 30 minutes late so I scheduled delivery accordingly. I told them it was for a wedding and what time it was at. They attempted to deliver my order 1hr 30 minutes earlier (while I was getting married) than they told me and as a result my delivery was returned back to the store because nobody was there to receive it at that time. When I called back to tell them that nobody said they would deliver this early, they told me there was nothing they could do and that I had to go pick up the cake myself. I had to go pick up the cake myself after my wedding ceremony and the cake was warm. They just had it sitting there. They didn't offer to return my delivery fee or anything. Not good customer service."
Mari G.,5,"While I am not a fan of cake in general, these cakes are moist, flavorful, and frosted just right and I can never say no to a slice. Their bakery sticks to what they know and they do it well. It's the same cakes in a few sizes but whether it's the large or a bundlet, they are always consistent in quality. This time around I bought the marble, chocolate chocolate, strawberries and cream, and chocolate turtle. I usually get the chocolate chocolate one, but this time since I had a coupon I decided to sample their different flavors. The plainest was the marble, it was just like white frosted cake. Their chocolate chocolate is just the right amount of chocolate and like I previously mentioned, my usual. Their seasonal chocolate turtle tasted just the same as their chocolate chocolate, but it had caramel. My second favorite, the strawberries and cream, has a strong strawberry flavor you cannot mistake, as opposed to most cakes I have had of the same flavor elsewhere. Their prices are good and I have yet to dislike any of their flavors. Definitely worth a try whether or not you are a fan of cake."
Matthew L.,5,Never would've guessed that these little bundlets pack so much into a small container. They are somehow light and fluffy yet rich at the same time. Stamp cards are available and service is always very friendly!
Johnny C.,2,Valentine's day super slow moving lines.  They had one cashier working and one guy running the take out orders in the back.  They just need better planning.
Katya A.,5,"Simply delicious!  The staff is friendly and the cakes are to die for!!!Very easy to order online, or go the store in person.  They always have a nice selection.  YUM!!!"
Sandra C.,5,"Great cake, for birthdays or just because . My preferred store is in west sahara ... not many people and the staff is always friendly"
Victoria P.,5,"These cakes are so delicious! The employees are really friendly, especially the young lady that helped me out. She did everything in her effort to make sure I was happy. I bought 2 bundtlets for $total 3.99 since I had a coupon which was even more amazing. Will be coming back!"
Kodybear Z.,5,Best. Thank you Rain. You expedited our order for 100 bundlets without any errors and on time.I'm glad we opened a corporate account with you.Definitely ordering again.Thank you
Christy A.,5,Our favorite place for red velvet cake!!! The cake is perfect! Not too sweet and you can finish the cake without feeling too heavy! I love it!
eran d.,5,My daughter delivered my grandson at southern hills hospital and for her celebratory meal they had Everything Bundt Cakes white chocolate raspberry. This is truly the most moist and delicious cake I have eaten since I've come to Vegas!!! Truly a treat not to be missed!!! Highly recommended!!!
Thomas S.,5,"TLDR: samples available, flavors run out at end of day, advanced orders welcomedA friendly visit to the local NBC came about after having some boba next door. Who doesn't love moist, delicious cake? We decided to venture in and grab some samples of the flavor of the day. The store is beautifully organized with everything to help order your cake or non-food items to accompany the cake. We wanted to purchase a cake, but not a large whole cake. We noticed they sold ""bundtlets"" at a small portion for $4.50. Well this was right up our alley! We took home a couple of available flavors that remained, but we will have to come back to try the special seasonal flavors. If you're looking for a year-round flavor, try birthday cake. You will definitely not be disappointed."
Sabrina G.,4,"Ordered online, all went smooth. Went to pick up and it took 10 mins before anyone came up to the front where I and two others were waiting. The person in front was there longer than I was.Other than the wait to pick up my order, I had no other issues."
Michelle S.,5,"We've been fans of Nothing Bundt Cakes shortly after moving to Vegas in 2005 when customers at the restaurant I served in would bring them in for their celebrations and would gush about how amazing they were. That's when the company was just a local secret. Now they're a successful national franchise. And anyone who has tried them knows why. Never have I been disappointed with their product. They're consistent and mouthwateringly delicious, quality unwavering. I've never received bad customer service; they're polite and efficient. The only difference between then and now is the pretty branding they've packaged their stores and boxes with. I hope nothing ever changes."
Ardiene Kaye D.,5,"It's both a blessing and a curse to have this store walking distance to my house. It has come to the point that I'm so obsessed with their little bunt cakes that I had to compromise with myself. One every two weeks to satisfy my craving and to keep myself under control. Their cakes are so soft, they melt right in your palettes. The frosting is sweet, a little too sweet if you eat a lot but it definitely compliments the simple but ohhh so delicious tasting cake. A great cake for all occasions! Available flavors: Chocolate-Chocolate Chip, White-White Chocolate, White Chocolate Raspberry, Red Velvet, Lemon, Marble, Pecan Praline, Cinnamon Swirl, Carrot. Currently, they have a coupon code: buy one, get one free (01/16/17-01/21/17)."
Kristi W.,5,"I love this place because of the bundtlets! The large cakes are beautiful, but when we have a birthday party we like to give our guests the option of a variety of flavors! Plus we split them in half and get to taste more flavors! Yesterday I tried the pecan praline and it was so good! The bundtlets also make good birthday tokens for your friends and are an excellent way to say thank you to someone! My favorite flavors are the white chocolate raspberry and the lemon. If you buy 10 bundtlets you earn a free one if you use your stamp card!"
Carla R.,4,On 4/13/2019 I went to this store to order Bundtlet cakes for our daughters wedding reception.
Michelle G.,5,"2016 Yelp 100 Review Challenge -     49/100YES! I finally made it in time (before the coupon expires) to pick up my free birthday bundlet! The past couple of years I've been on the mailing list, and I missed it. This is one birthday freebie you want to sign up for. No purchase necessary. The girls working there are friendly and helpful. I was waiting behind a couple of people (who were still ordering) and I was still in and out of there within 5 minutes. I have only been to the shop once, but have tasted their bundt cakes a few times through friends. I've tried their carrot cake and lemon bundlets. All were soft, delicious and better than most cakes I've had, unless it's my cousin's. This time I decided to try the White Chocolate Raspberry. It was a white chocolate cake, with raspberry swirl and cream cheese frosting. It was soft, moist and delicious, but I prefer the carrot and lemon. I think it's just me, but I couldn't tell the difference between this and yellow cake. I couldn't taste the white chocolate. Other than that they all have the right amount of sweetness. Not to sweet and perfect for me, I can only have so much sugar at a time. They have a couple of different sizes as well. The bundlet is a good size and can be shared or you can save half for later in it's cute container. I will definitely be back to try the other flavors. Looking forward to trying the Chocolate Turtle & Lemon Raspberry. I would've tried those but it wasn't available. TIP: It's a small shop located in the Target shopping center on Eastern near St. Rose. Located right next to No.1 Boba."
Kamika T.,5,I am addicted to this place! I had my first slice at a birthday party a few weeks ago and since then I have been on a mission to find these cakes near my home. The mini bundt cakes are perfect for satisfying my sweet tooth but I plan on getting a couple full size cakes for the holidays coming up. The white chocolate raspberry is my absolute favorite followed by the chocolate chocolate chip cake. My daughter even asked me can we have a Nothing bundt cake for her birthday in may and of course I'm all for it lol
Jessica G.,5,"I always want a bundt cake from here, but I'll literally get diabetes if I can't stay away.  They have fee samples so you can taste how amazing they are, and it's super affordable for the quality and taste.  The staff is so friendly, specifically Bianca.  She helped husband with a cake right before closing, he wasn't going to make it, so she saved it and has it ready for him 10 min after.  She didn't need to do that, but the fact that she was willing to go above and beyond to help out a guest? THAT is what I call amazing customer service.  I will always go to this store not just because of the delicious pastries, but I always know I'll be treated with the utmost care from the staff.  Thank you Bianca!"
April T.,1,Do not go to this place during the holidays not only as the staff rude and they are understaffed but everyone in there is just completely rude.
Kim I.,3,"My family and I have been ordering from Nothing Bundt Cakes for the past 3 years. The cake quality has not changed - always moist, flavorful, and delicious. However, the quality of service has decreased. My most recent transaction was for the graduation theme tiered caked. When I called to make an order, they asked to call back tomorrow morning because there was ""a line out the door."" My personalized note was a mess. They misspelled every other word of my degree. Really? They typed ""Bacholor of Sience in Bological Siences Class of 2019."""
Angel K.,5,"I love NBC! They're definitely my favorite cake in Vegas. The shop is cute, the young gentlemen who's helped me a couple of times is very nice, and the price is right.They sell bundt cakes in a variety of sizes and flavors. They have seasonal flavors and you can get the cakes decorated for special occasions.All of the flavors I've tried are good but my absolute favorite is white chocolate raspberry. It's so good! My favorite thing to get is the dozen bunditinis with a variety of their flavors. It's like $20 bucks after tax which is a lot better than $40&up for a dozen cupcakes anywhere else. Frankly these are better than cupcakes in Vegas too. They're so moist and the cream cheese frosting is addicting.I love their consistency, friendly staff, their branding, and the whole experience of ordering and eating their products."
Shirley B.,4,"Gotta love Yelp app check ins!  I totally forgot about Bundtlets until I saw my friend checking in on their Yelp apps and having one. (Ahem Molly T. that's you).  So while I was in the area getting my Boba tea fix, I popped on in just to take a peek and see what they had.Usually I just get customized bundt cakes and have them delivered as little ""thank you"" gifts for companies I have dealt with or given as gifts for special occasions. Majority of the time I did my ordering online. So it has been awhile since I stepped foot in this store.So now not only do they have the 8 & 10"" sized bundt cakes ready to go, there are Bundtinis which are bite sized ones sold by the dozen and Bundtlets which are slightly larger in both height and diameter than a cupcake. Two people can easily share them. The prices are pretty reasonable also, just $3.99.Took a little sample of the turtle/caramel bundt cake they had pieces of and that was it. I had to have one!They had a nice selection of flavors represented of the Bundtlets just tempting me to bring home.  Pecan Praline, Lemon, Cinnamon Swirl, Red Velvet, White Chocolate,  and the one I ended up getting White Chocolate Raspberry! The place was busy but wait time was pretty short. When it came to our turn the young lady was all smiles and eager to help us. Picked and paid for my sweet treat and off I went to the park did my run, came home and had my bundt! (well I shared mine w/Mr. B!)The cake I had was pretty moist, white chocolate flavor was subtle and the cream cheese frosting was just slightly hardened like they just had put it on that hour. It had just the right amount of sweetness. Overall it was pretty good!  I would have it again. And since they come nicely packaged up, they make cute little unique gifts to give out as well."
Ruiza A.,5,"Best Bundt cakes ever!! After having lunch at the close by in-n-out, we needed a cake for the bday celebrant tonight. We weren't locals so I of course turned to my trusted yelp iPhone app for guidance. There were several bakeries around the area with their signs taunting us to come in, but we just straight up ignored it and followed the app. So glad we did!!I love desserts that have just the right amount of sweetness. This one definitely takes the cake! I was worried that it was gonna be too sweet and maybe dry but their tasters proved me wrong--we all got won over. I didn't even hesitate to scoop up an 8'inch chocolate bundt cake $18! (And a small red velvet bundt for me to go! Hehe! Didn't see the pineapple upside down one which I wanted but ill try that next time) They have different kinds of candles and decorations available, as well as ready to pick up cakes to go. They even have little scrapbooks for bdays/bachelorette events! I definitely urge you to drop by in this delicious smelling store if you are in need of a cake for a special occasion in Vegas."
Mike A.,1,"Placed an order for my Mother's 79th Birthday, order was canceled without explanation and my money was never refunded. No one answers the phone or returns calls.  Paid $65.25 for nothing, unable to get a refund. Terrible customer service at this location.My online Order #3577166."
Michaela S.,5,"Delicious! We ordered the chocolate raspberry cake for my sons birthday. When ordering, the young lady who answered the phone had great customer service and was pleasant to talk to."
Carman W.,1,"I love your products and your staff are so professional when dealing with your customers. The reason your getting a bad review is simply your new brown bags they are Crap! My bag ripped and what a mess, icing was all over the container.Not a pretty sight and could not give as a gift."
Edith C.,5,Delicious cakes overall. I love it !! It's always nice and great service too. I do recommend this place
Alexis S.,1,"This has always been my go to place! I started going here even more when my cousin (16 years old) got a job here. It was recently when the manager (Sesai 25 years old) started sexually harassing my cousin who is a minor. As anyone would she went to file a complaint with her other manager (Jori) whom later we found to be best friends with the other manager. My 16 year old cousin started getting treated foul and was terminated with no cause by the manager who sexually harassed her. Her father contacted the owner of the store (Debbie Shwetz) but instead of getting a response, she blocked him on all strings of contact."
Salvi C.,2,Disappointing ribbon .  I'm embarrassed to give this to a friend . They need to be consistent on the little details that makes a big impact.
Canny F.,3,White raspberry bundt cake: frosting too sweet. Which amazes me how it varies between cake flavors. Their cake is consistently super moist but it needs more raspberries.
J'Ceelinn S.,5,"They've been great at helping so much whenever we have a birthday in our house. This is my favorite place for any event! I love the red velvet, but honestly any cake you pick will work. They're soft & fresh!"
Bon A.,4,"Mmm yummy bundt cake!! It's super moist and good!! Maybe a tad too sweet,  but nothing a nice tall glass of milk can't wash down!! :DHowever, I do wish they organized their store line a little better....  When you walk in for the first time,  you kind of just stand there and need to find someone to help you,  otherwise, you look like you're just roaming the store and shopping around...  Yummy,  cute cake shop though! A must try if you haven't :)"
Samantha K.,5,Best cakes ever.  I buy them every time there is. Holiday or a friends bday.  That is a gift in itself.  You can't go wrong w their cakes
Jamie K.,5,"Favorite cake!  White chocolate raspberry is OH MY GOSH incredible.  Ordering is easy and quick.  I've only two problems with this place and neither is a deal breaker:~ Birthday Club, seems bogus.  I've filled out multiple cards for years and have never ever received anything they say I would.~ This location is so far from my house and Eastern is a pain in the butt with the traffic.  Please consider adding a location on Stephanie or Green Valley.  Please oh please."
Mike C.,4,"I recently tried Nothing Bundt Cake at work, brought in for a birthday party. It was my first time trying this cake and I really enjoyed it. A few weeks later I went to their shop to have another go at it. As the first time I tried the cake, marble was my choice, was super moist and the perfect amount of icing. I would definitely buy this cake for any occasion requiring cake!!"
Christine S.,5,"They have the BEST Bundt cakes... and their cream cheese frosting is like no other. It's just a bummer that they close at 6pm Monday - Saturday & are closed on Sundays. But, that just shows how successful they are with the limited hours & days.I've even gotten my friends in Australia to try their cakes & they wish they had a location in Australia!Please expand internationally"
Cynthia R.,5,Called from Cali to place order for my daughters 21st Bday. Everything went smoothly. They delivered to our hotel and the cake was moist and tasty as always. I ordered the frosting in a drizzle tier and added my own flowers and cake topper that I ordered on Etsy ;-)
Estrella M.,5,"Came back to this location, beyond amazed at the difference with customer service since last time I came . From the moment my family and I stepped in the store we were welcomed with smiles and offered their red velvet samples. Waited no more than 10mins for the dozen bundtinies and the girl cashier hand gives the order. I'd like to thank Corporate and store manager for this thank you NBC you guys are the best! Please visit this location very nice employees. These Cakes are exceptional:) from a very happy customer!"
Joe C.,5,"Honestly, what can I say about NBC that hasn't been said already?  Delicious, wonderful and dangerous.   Dangerous because I could crush an entire box of buntinis!  Thank you buntinis for existing."
Mel B.,5,I just called an order in 20 mins ago! I love how really friendly every location is and the price is great for truly fresh cakes. They give military discount and hands down provide great quality products.
Claudia S.,4,Love this shop its super cute and  clean. Staff is always courteous and there are always samples available so you can try all flavors.  Anything you buy here is delicious.
Christopher A.,5,"Nothing Bundt Cakes never fails. All of their cakes are always delicious. My personal favorite is the classic vanilla. I go to the northwest location since I live so far but I had to stop by since I was in the area. The staff was very welcoming and polite. They offered a sample of the new pumpkin spice, which was delicious as well. The gentleman who had helped us was great! My wife only wanted a classic vanilla bundlet and he provided it to us ""on the house"" since he was joking about me being a football fan of a specific team. I didn't expect him to do that but it shows that they appreciate their clients. If I could give more stars, I would. Thank you for providing the best bundt cakes ever."
Nicole V.,4,"Do not come on a holiday. Holy heck I waited til the last minute and damn was that pure stupidity. The line was out the door and then you had no true options to pick from. Very cute decorations. All occasions represented. I've been here about five times for different events, parties or reasons. Adding decorations is extra, adding one simple flag is even extra. (Insert eye roll)Great flavors. Lemon cake, chocolate and chocolate chip are my personal likes. Most people want the red velvet though. I believe they put way too much frosting on them all making them too sweet. this is usually my second choice for friends and family and last choice for myself. The minis are super cute and affordable at a cheap five bucks. The big ones are closer to 35. Not bad for the quality and decorations."
Laurie V.,4,"So cute AND deeeee-lish!!!Ever since I samps'd them for my nephew's 1st birthday..I've been a fan...The chocolate cake and red velvet bundt cakes are my must samps. They have chocolate chips in them =) .....Although I can only have few bites, at a time, because they are SWEET OVERLOAD."
Tracey K.,1,"Never ever again will I go to this place. I had no mask so I was made to wait in the 109 degree heat to pick up my prepaid order. Then it wasn't ready so I was directed to my car to wait. I left. If I didn't prepay I would have canceled. So she wears a mask, touches the door handle that I just touched. Adjusts her mask. Touches the handle again. Ummmm how stupid are business owners right now? To risk losing customers because of their ignorance? I hope they go under now."
Lisa H.,5,"The first time I had Nothing Bundt Cakes, it was at a Bridal Expo a few months ago. Up until that point, I'd wanted to just do cupcakes for the wedding.  I don't like most wedding cakes, I think they're overpriced, and are usually not good.Well the employees from Nothing Bundt Cakes were friendly and nice, and had samples at the expo.  I fell in love.  Moist cakes, with delightful frosting...I decided to use them for my wedding cakes.  I stopped in one day to sample their pumpkin spice bundt (which is heaven, and I'm not even a fan of Pumpkin Spice), and they said they only needed a week's notice for the order. I called in a week before the wedding and placed an order for 4 10 inch bundts: Chocolate Chocolate Chip, Lemon, Pecan Praline, and Pumpkin Spice. Pickup was quick and easy, and prompt. These cakes were a huge hit.  There was barely any left at all for us to bring home!!!  :D  The cakes were moist, sweet, and delicious.  I will absolutely use Nothing Bundt Cakes again for party needs, or just when I'm in the mood for something sweet."
Gabby T.,4,"This is the best place to buy cakes in town! They are not sickeningly sweet. But they aren't flavorless. The cream cheese frosting always compliments the cake, no matter what flavor you get.     My favorite flavors here are the chocolate chocolate chip, pumpkin spice (only available in the fall), and lemon.     They also have free bite-sized samples of their flavors when you walk into the store.     The only downside about this store, is that the organization of the lines is awful. I don't know if it is just this location, or if it goes for all stores, but whatever it is, they need to fix it. You don't know if you're next or not. Sometimes people that are behind you somehow manage to cut in front of you. If they are able to fix this problem, I would be more than happy to rate this location 5 stars. Other than that, I love this store!"
Andrew N.,5,"Nice, clean store.  Kind of reminds me of walking into hobby lobby for cakes, so bring your grandma, she will approve.  Has free samples for you to try.  Spectacular, moist cakes.  My workplace orders them all the time for employee birthdays.  My favourite is the pumpkin spice.  You have to let them sit out to reach room temperature for the best texture.  Clean covered seating outside to enjoy your cake if you are staying on location.  They do not have drinks such as milk to go with the cake though, which would have been great.  Staff are friendly.  3.99 for a small cake which will feed 2-3 (unless you really want cake, which may be the case if you are a sweets person).  Overall, one of the best cake places I have tired in Henderson for moist cakes."
Flora K.,1,"The delivery person came to my door with no mask , we are in the middle of an accelerating pandemic... Coming to my door for an in person delivery with no mask is  unacceptable , No mask ,,  No more bussiness from me"
Bonnie P.,4,"Why can't I stay away from you, Nothing Bundt Cakes? Whenever there's a birthday or celebration, Nothing Bundt Cakes is one of the first things I think of. The cakes are so moist and the icing is just the ""icing on the cake"", you see? These bundts are simply delicious and there's no better way to describe them. I haven't found a flavor I don't like, but my favorites are Marble, Red Velvet and White Chocolate Raspberry. I love the different themes and designs for the cakes and you can add on decorations like flags and bows. The service is excellent. I wish delivery were cheaper. The cakes are reasonably priced, though. And if you're in the mood for one but you don't have a reason for an enormous cake, grab a bundtlet. Mini deliciousness! With these mini cakes there's always a reason to make it bundt time! If you're just not sure or have never had one, go in a try a sample. They're usually by the register. You'll be hooked!"
Cindy A.,5,Purchased 2 dozens to bring back home to Oahu. 1st time and definitely will be jonesing for more.  This place is the bomb diggity.
Vanessa D.,5,I'm a regular in this place get cake every occasion & every possible I can.Today I was help by Courtney & she is the most helpful & friendly staff I ever encountered..
R S.,5,"First of all, these are the most delicious cakes! Superiorly fresh, home made, and just plain perfect! My wonderful Eastern location in Henderson is outstanding in every way. The customer service over the phone is world class, warm, efficient, and friendly. Both Jonathan and Kassandra delivered over the phone service on par with a concierge at an upscale resort on the strip. Thank you so much for offering the entire community the most delicious comfort food during this challenging chapter of all our lives. :)"
Cameron C.,5,"I have used this location for many years for business and I always find them helpful and friendly and especially good at always, always giving me the best quality products for the price.If you've never tried them out before, take the opportunity as you will not regret it. I'm a little amazed at how few people know about this place after all these years."
Brenda Z.,5,"NBC is so moist, and all the flavors delicious.  Love the decor for special occasions, simple and cute.  Carrot, & confett, white choc rasberry are my favorites."
Truly H.,5,"Great place. I use this location to order all sweets for parties!They are always OHHHH, so good!"
Mi Ra P.,2,"We have been ordering cakes from here since last year! Everyone loves their cakes and decorations! A day before, I ordered my daughter's 12th birthday cake, decoration and balloons for her surprise party. However, when I got there to pick up, nothing was done or prepared!  I ordered for specific time of day for special day but I waited almost 45 minutes for picking up the cake and balloons!! I was late for the party and they didn't seem to be sorry!! Nobody seem to cared about it! When I speak up about it, she blamed other employee for not doing their job! They need better management!!"
Yajaira P.,1,First time trying their cakes . The cashier was in such a rush to get me out the door . She kept being short with her replies and didn't even allow me to catch some air with how fast she wanted to charge me and dispatch me smh . Didn't like the customer service at all from there .
Margaret A.,1,"I was very disappointed when I went in today to order my bundtini's  and found out there were no choices. They advertise online that you can customize your dozen. In fact, when I tried  to purchase a larger cake to get the flavor I needed,one that they advertise in the store, they didn't have that either. They had only four choices. So I had to drive 10 miles to another nothing Bundt cakes. They were very eager to please and had everything I needed. I will probably start using this location instead. Got a reply and it was useless because I went into the bakery to begin with so I'm not sure why a phone call would've made any difference"
Karole W.,5,Each and every flavor is absolutely delicious have yet to have a bad experience with the taste the icing should be sold by the buckets. Sometimes there is long lines and longer wait times. Overall it's worth the drive to have a Bundt cake that stays moist and delicious even days after it's been cut
Scott W.,5,"The best Bundt cake I've ever had and the icing was incredible too , greasy and delicious"
James S.,5,Great and friendly staff. I came to this place because a friend gave us a gift card.  The staff greeted us when we walked in and talked to us about all the different types of cakes they have.  We were lucky that we came when we did because within 30 mins there was a line that went out the door.  The cake was delicious and worth checking out
Niki W.,5,"Custom ordered 5 dozen Bundtini's for my Daughters First Birthday! ( they were such a hit at the baby shower I figured we'd make a tradition of ordering varieties of these cakes so everyone has a chance of getting what they like vs. having one big cake that no one really wants to eat and then tons of leftovers) Anyway- the online ordering process is a piece of cake!(haha) I ordered about 5 days in advance. 1 day before they called to confirm my order and let me know one of the flavors was no longer available so I had the option to fill it with another flavor. The lady was sweet, courteous and helpful. On day of pick up, the staff greeted me as soon as I entered the store, brought my 5 dozen bundtinis out and offered assistance to make sure I could get them out to my car ok!  Running into excellent customer service is always a joy. Plus The cakes are DELICIOUS!!! Love love love this place!"
Sara C.,2,Wow terrible pickup plan. Ordered online already paid for and still had to wait outside for 30 minutes to pick. I'm reading that this is a common theme. Such an easy thing to fix. Have an online order pickup area. People have paid already they just want to grab it and get out!
Liz A.,5,My Husband loves this place!!! So Tasting!!Great for Birthday or any occasion!!  Yummy so moist!!
Rhea N.,5,Love this place. Ordering a cake was easy and painless doing it online. For my sister's nursing graduation I surprised her with a 2 tier cake in red velvet and white chocolate raspberry (hello kitty not included lol). My personal favorite is red velvet but white chocolate raspberry is just as delicious!! Their cakes are always moist and always a hit with guests.
Rachel A.,5,"Nothing Bundt Cakes is tha real MVP. Their cakes are always delicious and moist, and their signature frosting is seriously amazing. They're super reasonably priced, their portions are big, and their customer service is always friendly and quick.The best part? They always come in clutch when you need a cake last minute. I called in the morning to see if they could have a decorated birthday cake done by 6? No problem! What about on Christmas Eve for a holiday company party to wow the boss? Of course! What about a big enough cake to feed 18-20 people when the small cake from the local bakery isn't enough? Hell yeah, it'll be done in 20 minutes!Bottom line, this place is awesome if you want a reasonably priced cake that's big enough to feed an entire party. You don't have to call 2 days in advance for a cake like at other bakeries, but the quality is still way better than the ones you get at the grocery store."
Deb A.,5,"I've come to this place almost every month for the past 9 months, and everytime I went inside, the workers are always so kind and welcoming even if it's busy. I will continue to keep going here because the workers are always so kind to their customers. One of the reasons I keep coming here is because their have the little Bundt cakes which is so cute but also is the best way to try all their flavors. All the flavors that I have tried are so moist and not too much frosting even tho it can look like a lot."
Lauren C.,4,Nothing Bundt Cake- you keep showing up in my life and I'm not complaining. A sales rep brought these for the office I work in and I was blown away. The minis are the perfect amount of cake versus frosting. Delicious! I stumbled upon you again at the Foodie Fest and discovered my love for the lemon bundt cake with honorable mention to the pumpkin. Another day a coworker gifted me a red velvet and again it was amazing. I loved the chocolate chip surprises in the red velvet. Keep showing up in my life Nothing Bundt Cake!
Rocio J.,5,I love this place! My favorite favorite cake. As soon as I walk in I always run to the free samples haha. After the young lady greeted me and asked if she could help me. I wanted a cake they didn't have ready get so I just paid and hung out bc she said it was going to take about 20 mins. Came back and they had my cake ready.
Thida P.,5,"One of these days, I'm gonna buy two or three dozen of the Bundtinis and I'm gonna eat it all myself. No sharing, not even with my wonderful boyfriend! Why? Because the bundt cakes from here are that good! I've tried all the flavors but my absolute favorite is the Red Velvet. Mmmm.... I'm drooling right now just writing about it! They're so rich, and moist, and just sooo darn good that you can't just take one or two bites so be careful when you have one sitting in front of you. You might end up eating the whole cake in one sitting. The bundt cakes come in different sizes - bite sized bundtini, bundtlet, 8"" cake, 10"" cake, and tiered cake. If you sign up to be on their email list, they send out coupon specials... I just recently got one for buy one bundtlet and get one free."
